Pokemon,Type,Species,Height,Weight,Abilities,Catch Rate,Base Exp,Growth Rate,Gender,HP Base,Attack Base,Defense Base,Special Attack Base,Special Defense Base,Speed Base
Nidoking,"Poison, Ground",Drill Pokémon,1.4 m (4′07″),62.0 kg (136.7 lbs),"1. Poison Point, 2. Rivalry, Sheer Force (hidden ability)","45 (5.9% with PokéBall, full HP)",227,Medium Slow,"100% male, 0% female",81,102,77,85,75,85
Nidoqueen,"Poison, Ground",Drill Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),"1. Poison Point, 2. Rivalry, Sheer Force (hidden ability)","45 (5.9% with PokéBall, full HP)",227,Medium Slow,"0% male, 100% female",90,92,87,75,85,76
Nidoran♀ (female) Nidoran♀,Poison,Poison Pin Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)","235 (30.7% with PokéBall, full HP)",55,Medium Slow,"0% male, 100% female",55,47,52,40,40,41
Nidoran♂ (male) Nidoran♂,Poison,Poison Pin Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)","235 (30.7% with PokéBall, full HP)",55,Medium Slow,"100% male, 0% female",46,57,40,40,40,50
Nidorina,Poison,Poison Pin Pokémon,0.8 m (2′07″),20.0 kg (44.1 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)","120 (15.7% with PokéBall, full HP)",128,Medium Slow,"0% male, 100% female",70,62,67,55,55,56
Nidorino,Poison,Poison Pin Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)","120 (15.7% with PokéBall, full HP)",128,Medium Slow,"100% male, 0% female",61,72,57,55,55,65
Nihilego,"Rock, Poison",Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",257,Slow,Genderless,109,53,47,127,131,103
Nincada,"Bug, Ground",Trainee Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),"1. Compound Eyes, Run Away (hidden ability)","255 (33.3% with PokéBall, full HP)",53,Erratic,"50% male, 50% female",31,45,90,30,30,40
Ninetales,Fire,Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),"1. Flash Fire, Drought (hidden ability)","75 (9.8% with PokéBall, full HP)",177,Medium Fast,"25% male, 75% female",73,76,75,81,100,100
Alolan Ninetales,"Ice, Fairy",Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),"1. Snow Cloak, Snow Warning (hidden ability)","75 (9.8% with PokéBall, full HP)",177,Medium Fast,"25% male, 75% female",73,67,75,81,100,109
Ninjask,"Bug, Flying",Ninja Pokémon,0.8 m (2′07″),12.0 kg (26.5 lbs),"1. Speed Boost, Infiltrator (hidden ability)","120 (15.7% with PokéBall, full HP)",160,Erratic,"50% male, 50% female",61,90,45,50,50,160
Noctowl,"Normal, Flying",Owl Pokémon,1.6 m (5′03″),40.8 kg (89.9 lbs),"1. Insomnia, 2. Keen Eye, Tinted Lens (hidden ability)","90 (11.8% with PokéBall, full HP)",158,Medium Fast,"50% male, 50% female",100,50,50,86,96,70
Noibat,"Flying, Dragon",Sound Wave Pokémon,0.5 m (1′08″),8.0 kg (17.6 lbs),"1. Frisk, 2. Infiltrator, Telepathy (hidden ability)","190 (24.8% with PokéBall, full HP)",49,Medium Fast,"50% male, 50% female",40,30,35,45,40,55
Noivern,"Flying, Dragon",Sound Wave Pokémon,1.5 m (4′11″),85.0 kg (187.4 lbs),"1. Frisk, 2. Infiltrator, Telepathy (hidden ability)","45 (5.9% with PokéBall, full HP)",187,Medium Fast,"50% male, 50% female",85,70,80,97,80,123
Nosepass,Rock,Compass Pokémon,1.0 m (3′03″),97.0 kg (213.8 lbs),"1. Sturdy, 2. Magnet Pull, Sand Force (hidden ability)","255 (33.3% with PokéBall, full HP)",75,Medium Fast,"50% male, 50% female",30,45,135,45,90,30
Numel,"Fire, Ground",Numb Pokémon,0.7 m (2′04″),24.0 kg (52.9 lbs),"1. Oblivious, 2. Simple, Own Tempo (hidden ability)","255 (33.3% with PokéBall, full HP)",61,Medium Fast,"50% male, 50% female",60,60,40,65,45,35
Nuzleaf,"Grass, Dark",Wily Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"1. Chlorophyll, 2. Early Bird, Pickpocket (hidden ability)","120 (15.7% with PokéBall, full HP)",119,Medium Slow,"50% male, 50% female",70,70,40,60,40,60
Nymble,Bug,Grasshopper Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),"1. Swarm, Tinted Lens (hidden ability)","190 (24.8% with PokéBall, full HP)",42,Medium Fast,"50% male, 50% female",33,46,40,21,25,45
Obstagoon,"Dark, Normal",Blocking Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs),"1. Reckless, 2. Guts, Defiant (hidden ability)","45 (5.9% with PokéBall, full HP)",260,Medium Fast,"50% male, 50% female",93,90,101,60,81,95
Octillery,Water,Jet Pokémon,0.9 m (2′11″),28.5 kg (62.8 lbs),"1. Suction Cups, 2. Sniper, Moody (hidden ability)","75 (9.8% with PokéBall, full HP)",168,Medium Fast,"50% male, 50% female",75,105,75,105,75,45
Oddish,"Grass, Poison",Weed Pokémon,0.5 m (1′08″),5.4 kg (11.9 lbs),"1. Chlorophyll, Run Away (hidden ability)","255 (33.3% with PokéBall, full HP)",64,Medium Slow,"50% male, 50% female",45,50,55,75,65,30
Ogerpon Teal Mask,Grass,Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Defiant,"5 (0.7% with PokéBall, full HP)",—,Slow,"0% male, 100% female",80,120,84,60,96,110
Ogerpon Wellspring Mask,"Grass, Water",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Water Absorb,"5 (0.7% with PokéBall, full HP)",—,Slow,"0% male, 100% female",80,120,84,60,96,110
Ogerpon Hearthflame Mask,"Grass, Fire",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Mold Breaker,"5 (0.7% with PokéBall, full HP)",—,Slow,"0% male, 100% female",80,120,84,60,96,110
Ogerpon Cornerstone Mask,"Grass, Rock",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Sturdy,"5 (0.7% with PokéBall, full HP)",—,Slow,"0% male, 100% female",80,120,84,60,96,110
Oinkologne Male,Normal,Hog Pokémon,1.0 m (3′03″),120.0 kg (264.6 lbs),"1. Lingering Aroma, 2. Gluttony, Thick Fat (hidden ability)","100 (13.1% with PokéBall, full HP)",171,Medium Fast,"100% male, 0% female",110,100,75,59,80,65
Oinkologne Female,Normal,Hog Pokémon,1.0 m (3′03″),120.0 kg (264.6 lbs),"1. Aroma Veil, 2. Gluttony, Thick Fat (hidden ability)","100 (13.1% with PokéBall, full HP)",171,Medium Fast,"0% male, 100% female",115,90,70,59,90,65
Okidogi,"Poison, Fighting",Retainer Pokémon,1.8 m (5′11″),92.0 kg (202.8 lbs),"1. Toxic Chain, Guard Dog (hidden ability)","3 (0.4% with PokéBall, full HP)",—,Slow,"100% male, 0% female",88,128,115,58,86,80
Omanyte,"Rock, Water",Spiral Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),"1. Swift Swim, 2. Shell Armor, Weak Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",71,Medium Fast,"87.5% male, 12.5% female",35,40,100,90,55,35
Omastar,"Rock, Water",Spiral Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),"1. Swift Swim, 2. Shell Armor, Weak Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",173,Medium Fast,"87.5% male, 12.5% female",70,60,125,115,70,55
Onix,"Rock, Ground",Rock Snake Pokémon,8.8 m (28′10″),210.0 kg (463.0 lbs),"1. Rock Head, 2. Sturdy, Weak Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",77,Medium Fast,"50% male, 50% female",35,45,160,30,45,70
Oranguru,"Normal, Psychic",Sage Pokémon,1.5 m (4′11″),76.0 kg (167.6 lbs),"1. Inner Focus, 2. Telepathy, Symbiosis (hidden ability)","45 (5.9% with PokéBall, full HP)",172,Slow,"50% male, 50% female",90,60,80,90,110,60
Orbeetle,"Bug, Psychic",Seven Spot Pokémon,0.4 m (1′04″),40.8 kg (89.9 lbs),"1. Swarm, 2. Frisk, Telepathy (hidden ability)","45 (5.9% with PokéBall, full HP)",253,Medium Fast,"50% male, 50% female",60,45,110,80,120,90
Oricorio Baile Style,"Fire, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,"45 (5.9% with PokéBall, full HP)",167,Medium Fast,"25% male, 75% female",75,70,70,98,70,93
Oricorio Pom-Pom Style,"Electric, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,"45 (5.9% with PokéBall, full HP)",167,Medium Fast,"25% male, 75% female",75,70,70,98,70,93
Oricorio Pa'u Style,"Psychic, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,"45 (5.9% with PokéBall, full HP)",167,Medium Fast,"25% male, 75% female",75,70,70,98,70,93
Oricorio Sensu Style,"Ghost, Flying",Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),1. Dancer,"45 (5.9% with PokéBall, full HP)",167,Medium Fast,"25% male, 75% female",75,70,70,98,70,93
Orthworm,Steel,Earthworm Pokémon,2.5 m (8′02″),310.0 kg (683.4 lbs),"1. Earth Eater, Sand Veil (hidden ability)","25 (3.3% with PokéBall, full HP)",240,Slow,"50% male, 50% female",70,85,145,60,55,65
Oshawott,Water,Sea Otter Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),"1. Torrent, Shell Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",62,Medium Slow,"87.5% male, 12.5% female",55,55,45,63,45,45
Overqwil,"Dark, Poison",Pin Cluster Pokémon,2.5 m (8′02″),60.5 kg (133.4 lbs),"1. Poison Point, 2. Swift Swim, Intimidate (hidden ability)","45 (5.9% with PokéBall, full HP)",179,Medium Fast,"50% male, 50% female",85,115,95,65,65,85
Pachirisu,Electric,EleSquirrel Pokémon,0.4 m (1′04″),3.9 kg (8.6 lbs),"1. Run Away, 2. Pickup, Volt Absorb (hidden ability)","200 (26.1% with PokéBall, full HP)",142,Medium Fast,"50% male, 50% female",60,45,70,45,90,95
Palafin Zero Form,Water,Dolphin Pokémon,1.3 m (4′03″),60.2 kg (132.7 lbs),1. Zero to Hero,"45 (5.9% with PokéBall, full HP)",160,Slow,"50% male, 50% female",100,70,72,53,62,100
Palafin Hero Form,Water,Hero Pokémon,1.8 m (5′11″),97.4 kg (214.7 lbs),1. Zero to Hero,"45 (5.9% with PokéBall, full HP)",228,Slow,"50% male, 50% female",100,160,97,106,87,100
Palkia,"Water, Dragon",Spatial Pokémon,4.2 m (13′09″),336.0 kg (740.8 lbs),"1. Pressure, Telepathy (hidden ability)","3 (0.4% with PokéBall, full HP)",340,Slow,Genderless,90,120,100,150,120,100
Palkia Origin Forme,"Water, Dragon",Spatial Pokémon,6.3 m (20′08″),660.0 kg (1455.0 lbs),"1. Pressure, Telepathy (hidden ability)","3 (0.4% with PokéBall, full HP)",340,Slow,Genderless,90,100,100,150,120,120
Palossand,"Ghost, Ground",Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),"1. Water Compaction, Sand Veil (hidden ability)","60 (7.8% with PokéBall, full HP)",168,Medium Fast,"50% male, 50% female",85,75,110,100,75,35
Palpitoad,"Water, Ground",Vibration Pokémon,0.8 m (2′07″),17.0 kg (37.5 lbs),"1. Swift Swim, 2. Hydration, Water Absorb (hidden ability)","120 (15.7% with PokéBall, full HP)",134,Medium Slow,"50% male, 50% female",75,65,55,65,55,69
Pancham,Fighting,Playful Pokémon,0.6 m (2′00″),8.0 kg (17.6 lbs),"1. Iron Fist, 2. Mold Breaker, Scrappy (hidden ability)","220 (28.8% with PokéBall, full HP)",70,Medium Fast,"50% male, 50% female",67,82,62,46,48,43
Pangoro,"Fighting, Dark",Daunting Pokémon,2.1 m (6′11″),136.0 kg (299.8 lbs),"1. Iron Fist, 2. Mold Breaker, Scrappy (hidden ability)","65 (8.5% with PokéBall, full HP)",173,Medium Fast,"50% male, 50% female",95,124,78,69,71,58
Panpour,Water,Spray Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),"1. Gluttony, Torrent (hidden ability)","190 (24.8% with PokéBall, full HP)",63,Medium Fast,"87.5% male, 12.5% female",50,53,48,53,48,64
Pansage,Grass,Grass Monkey Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"1. Gluttony, Overgrow (hidden ability)","190 (24.8% with PokéBall, full HP)",63,Medium Fast,"87.5% male, 12.5% female",50,53,48,53,48,64
Pansear,Fire,High Temp Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs),"1. Gluttony, Blaze (hidden ability)","190 (24.8% with PokéBall, full HP)",63,Medium Fast,"87.5% male, 12.5% female",50,53,48,53,48,64
Paras,"Bug, Grass",Mushroom Pokémon,0.3 m (1′00″),5.4 kg (11.9 lbs),"1. Effect Spore, 2. Dry Skin, Damp (hidden ability)","190 (24.8% with PokéBall, full HP)",57,Medium Fast,"50% male, 50% female",35,70,55,45,55,25
Parasect,"Bug, Grass",Mushroom Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),"1. Effect Spore, 2. Dry Skin, Damp (hidden ability)","75 (9.8% with PokéBall, full HP)",142,Medium Fast,"50% male, 50% female",60,95,80,60,80,30
Passimian,Fighting,Teamwork Pokémon,2.0 m (6′07″),82.8 kg (182.5 lbs),"1. Receiver, Defiant (hidden ability)","45 (5.9% with PokéBall, full HP)",172,Slow,"50% male, 50% female",100,120,90,40,60,80
Patrat,Normal,Scout Pokémon,0.5 m (1′08″),11.6 kg (25.6 lbs),"1. Run Away, 2. Keen Eye, Analytic (hidden ability)","255 (33.3% with PokéBall, full HP)",51,Medium Fast,"50% male, 50% female",45,55,39,35,39,42
Pawmi,Electric,Mouse Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"1. Static, 2. Natural Cure, Iron Fist (hidden ability)","190 (24.8% with PokéBall, full HP)",48,Medium Fast,"50% male, 50% female",45,50,20,40,25,60
Pawmo,"Electric, Fighting",Mouse Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),"1. Volt Absorb, 2. Natural Cure, Iron Fist (hidden ability)","80 (10.5% with PokéBall, full HP)",123,Medium Fast,"50% male, 50% female",60,75,40,50,40,85
Pawmot,"Electric, Fighting",Hands-On Pokémon,0.9 m (2′11″),41.0 kg (90.4 lbs),"1. Volt Absorb, 2. Natural Cure, Iron Fist (hidden ability)","45 (5.9% with PokéBall, full HP)",245,Medium Fast,"50% male, 50% female",70,115,70,70,60,105
Pawniard,"Dark, Steel",Sharp Blade Pokémon,0.5 m (1′08″),10.2 kg (22.5 lbs),"1. Defiant, 2. Inner Focus, Pressure (hidden ability)","120 (15.7% with PokéBall, full HP)",68,Medium Fast,"50% male, 50% female",45,85,70,40,40,60
Pecharunt,"Poison, Ghost",Subjugation Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),1. Poison Puppeteer,"3 (0.4% with PokéBall, full HP)",—,Slow,Genderless,88,88,160,88,88,88
Pelipper,"Water, Flying",Water Bird Pokémon,1.2 m (3′11″),28.0 kg (61.7 lbs),"1. Keen Eye, 2. Drizzle, Rain Dish (hidden ability)","45 (5.9% with PokéBall, full HP)",154,Medium Fast,"50% male, 50% female",60,50,100,95,70,65
Perrserker,Steel,Viking Pokémon,0.8 m (2′07″),28.0 kg (61.7 lbs),"1. Battle Armor, 2. Tough Claws, Steely Spirit (hidden ability)","90 (11.8% with PokéBall, full HP)",154,Medium Fast,"50% male, 50% female",70,110,100,50,60,50
Persian,Normal,Classy Cat Pokémon,1.0 m (3′03″),32.0 kg (70.5 lbs),"1. Limber, 2. Technician, Unnerve (hidden ability)","90 (11.8% with PokéBall, full HP)",154,Medium Fast,"50% male, 50% female",65,70,60,65,65,115
Alolan Persian,Dark,Classy Cat Pokémon,1.1 m (3′07″),33.0 kg (72.8 lbs),"1. Fur Coat, 2. Technician, Rattled (hidden ability)","90 (11.8% with PokéBall, full HP)",154,Medium Fast,"50% male, 50% female",65,60,60,75,65,115
Petilil,Grass,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),"1. Chlorophyll, 2. Own Tempo, Leaf Guard (hidden ability)","190 (24.8% with PokéBall, full HP)",56,Medium Fast,"0% male, 100% female",45,35,50,70,50,30
Phanpy,Ground,Long Nose Pokémon,0.5 m (1′08″),33.5 kg (73.9 lbs),"1. Pickup, Sand Veil (hidden ability)","120 (15.7% with PokéBall, full HP)",66,Medium Fast,"50% male, 50% female",90,60,60,40,40,40
Phantump,"Ghost, Grass",Stump Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),"1. Natural Cure, 2. Frisk, Harvest (hidden ability)","120 (15.7% with PokéBall, full HP)",62,Medium Fast,"50% male, 50% female",43,70,48,50,60,38
Pheromosa,"Bug, Fighting",Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",257,Slow,Genderless,71,137,37,137,37,151
Phione,Water,Sea Drifter Pokémon,0.4 m (1′04″),3.1 kg (6.8 lbs),1. Hydration,"30 (3.9% with PokéBall, full HP)",216,Slow,Genderless,80,80,80,80,80,80
Pichu,Electric,Tiny Mouse Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),"1. Static, Lightning Rod (hidden ability)","190 (24.8% with PokéBall, full HP)",41,Medium Fast,"50% male, 50% female",20,40,15,35,35,60
Pidgeot,"Normal, Flying",Bird Pokémon,1.5 m (4′11″),39.5 kg (87.1 lbs),"1. Keen Eye, 2. Tangled Feet, Big Pecks (hidden ability)","45 (5.9% with PokéBall, full HP)",216,Medium Slow,"50% male, 50% female",83,80,75,70,70,101
Pidgeotto,"Normal, Flying",Bird Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),"1. Keen Eye, 2. Tangled Feet, Big Pecks (hidden ability)","120 (15.7% with PokéBall, full HP)",122,Medium Slow,"50% male, 50% female",63,60,55,50,50,71
Pidgey,"Normal, Flying",Tiny Bird Pokémon,0.3 m (1′00″),1.8 kg (4.0 lbs),"1. Keen Eye, 2. Tangled Feet, Big Pecks (hidden ability)","255 (33.3% with PokéBall, full HP)",50,Medium Slow,"50% male, 50% female",40,45,40,35,35,56
Pidove,"Normal, Flying",Tiny Pigeon Pokémon,0.3 m (1′00″),2.1 kg (4.6 lbs),"1. Big Pecks, 2. Super Luck, Rivalry (hidden ability)","255 (33.3% with PokéBall, full HP)",53,Medium Slow,"50% male, 50% female",50,55,50,36,30,43
Pignite,"Fire, Fighting",Fire Pig Pokémon,1.0 m (3′03″),55.5 kg (122.4 lbs),"1. Blaze, Thick Fat (hidden ability)","45 (5.9% with PokéBall, full HP)",146,Medium Slow,"87.5% male, 12.5% female",90,93,55,70,55,55
Pikachu,Electric,Mouse Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),"1. Static, Lightning Rod (hidden ability)","190 (24.8% with PokéBall, full HP)",112,Medium Fast,"50% male, 50% female",35,55,40,50,50,90
Partner Pikachu,Electric,Mouse Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),—,"190 (24.8% with PokéBall, full HP)",112,Medium Fast,"50% male, 50% female",45,80,50,75,60,120
Pikipek,"Normal, Flying",Woodpecker Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),"1. Keen Eye, 2. Skill Link, Pickup (hidden ability)","255 (33.3% with PokéBall, full HP)",53,Medium Fast,"50% male, 50% female",35,75,30,30,30,65
Piloswine,"Ice, Ground",Swine Pokémon,1.1 m (3′07″),55.8 kg (123.0 lbs),"1. Oblivious, 2. Snow Cloak, Thick Fat (hidden ability)","75 (9.8% with PokéBall, full HP)",158,Slow,"50% male, 50% female",100,100,80,60,60,50
Pincurchin,Electric,Sea Urchin Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"1. Lightning Rod, Electric Surge (hidden ability)","75 (9.8% with PokéBall, full HP)",152,Medium Fast,"50% male, 50% female",48,101,95,91,85,15
Pineco,Bug,Bagworm Pokémon,0.6 m (2′00″),7.2 kg (15.9 lbs),"1. Sturdy, Overcoat (hidden ability)","190 (24.8% with PokéBall, full HP)",58,Medium Fast,"50% male, 50% female",50,65,90,35,35,15
Pinsir,Bug,Stag Beetle Pokémon,1.5 m (4′11″),55.0 kg (121.3 lbs),"1. Hyper Cutter, 2. Mold Breaker, Moxie (hidden ability)","45 (5.9% with PokéBall, full HP)",175,Slow,"50% male, 50% female",65,125,100,55,70,85
Piplup,Water,Penguin Pokémon,0.4 m (1′04″),5.2 kg (11.5 lbs),"1. Torrent, Defiant (hidden ability)","45 (5.9% with PokéBall, full HP)",63,Medium Slow,"87.5% male, 12.5% female",53,51,53,61,56,40
Plusle,Electric,Cheering Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),"1. Plus, Lightning Rod (hidden ability)","200 (26.1% with PokéBall, full HP)",142,Medium Fast,"50% male, 50% female",60,50,40,85,75,95
Poipole,Poison,Poison Pin Pokémon,0.6 m (2′00″),1.8 kg (4.0 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",189,Slow,Genderless,67,73,67,73,67,73
Politoed,Water,Frog Pokémon,1.1 m (3′07″),33.9 kg (74.7 lbs),"1. Water Absorb, 2. Damp, Drizzle (hidden ability)","45 (5.9% with PokéBall, full HP)",225,Medium Slow,"50% male, 50% female",90,75,75,90,100,70
Poliwag,Water,Tadpole Pokémon,0.6 m (2′00″),12.4 kg (27.3 lbs),"1. Water Absorb, 2. Damp, Swift Swim (hidden ability)","255 (33.3% with PokéBall, full HP)",60,Medium Slow,"50% male, 50% female",40,50,40,40,40,90
Poliwhirl,Water,Tadpole Pokémon,1.0 m (3′03″),20.0 kg (44.1 lbs),"1. Water Absorb, 2. Damp, Swift Swim (hidden ability)","120 (15.7% with PokéBall, full HP)",135,Medium Slow,"50% male, 50% female",65,65,65,50,50,90
Poliwrath,"Water, Fighting",Tadpole Pokémon,1.3 m (4′03″),54.0 kg (119.0 lbs),"1. Water Absorb, 2. Damp, Swift Swim (hidden ability)","45 (5.9% with PokéBall, full HP)",230,Medium Slow,"50% male, 50% female",90,95,95,70,90,70
Poltchageist,"Grass, Ghost",Matcha Pokémon,0.1 m (0′04″),1.1 kg (2.4 lbs),"1. Hospitality, Heatproof (hidden ability)","120 (15.7% with PokéBall, full HP)",—,Medium Fast,Genderless,40,45,45,74,54,50
Polteageist,Ghost,Black Tea Pokémon,0.2 m (0′08″),0.4 kg (0.9 lbs),"1. Weak Armor, Cursed Body (hidden ability)","60 (7.8% with PokéBall, full HP)",178,Medium Fast,Genderless,60,65,65,134,114,70
Ponyta,Fire,Fire Horse Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),"1. Run Away, 2. Flash Fire, Flame Body (hidden ability)","190 (24.8% with PokéBall, full HP)",82,Medium Fast,"50% male, 50% female",50,85,55,65,65,90
Galarian Ponyta,Psychic,Unique Horn Pokémon,0.8 m (2′07″),24.0 kg (52.9 lbs),"1. Run Away, 2. Pastel Veil, Anticipation (hidden ability)","190 (24.8% with PokéBall, full HP)",82,Medium Fast,"50% male, 50% female",50,85,55,65,65,90
Poochyena,Dark,Bite Pokémon,0.5 m (1′08″),13.6 kg (30.0 lbs),"1. Run Away, 2. Quick Feet, Rattled (hidden ability)","255 (33.3% with PokéBall, full HP)",56,Medium Fast,"50% male, 50% female",35,55,35,30,30,35
Popplio,Water,Sea Lion Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),"1. Torrent, Liquid Voice (hidden ability)","45 (5.9% with PokéBall, full HP)",64,Medium Slow,"87.5% male, 12.5% female",50,54,54,66,56,40
Porygon,Normal,Virtual Pokémon,0.8 m (2′07″),36.5 kg (80.5 lbs),"1. Trace, 2. Download, Analytic (hidden ability)","45 (5.9% with PokéBall, full HP)",79,Medium Fast,Genderless,65,60,70,85,75,40
Porygon-Z,Normal,Virtual Pokémon,0.9 m (2′11″),34.0 kg (75.0 lbs),"1. Adaptability, 2. Download, Analytic (hidden ability)","30 (3.9% with PokéBall, full HP)",241,Medium Fast,Genderless,85,80,70,135,75,90
Porygon2,Normal,Virtual Pokémon,0.6 m (2′00″),32.5 kg (71.7 lbs),"1. Trace, 2. Download, Analytic (hidden ability)","45 (5.9% with PokéBall, full HP)",180,Medium Fast,Genderless,85,80,90,105,95,60
