Num,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,Prevo,EvoLevel,Evos
964,Palafin-Hero,Water,null,0.5,0.5,100,160,97,106,87,100,0: Zero to Hero,1.8,97.4,Blue,None,Base,None
965,Varoom,Steel,Poison,0.5,0.5,45,70,63,30,45,47,0: Overcoat H: Slow Start,1,35,Gray,None,Base,Revavroom
966,Revavroom,Steel,Poison,0.5,0.5,80,119,90,54,67,90,0: Overcoat H: Filter,1.8,120,Gray,Varoom,40,None
967,Cyclizar,Dragon,Normal,0.5,0.5,70,95,65,85,65,121,0: Shed Skin H: Regenerator,1.6,63,Green,None,Base,None
968,Orthworm,Steel,null,0.5,0.5,70,85,145,60,55,65,0: Earth Eater H: Sand Veil,2.5,310,Pink,None,Base,None
969,Glimmet,Rock,Poison,0.5,0.5,48,35,42,105,60,60,0: Toxic Debris H: Corrosion,0.7,8,Blue,None,Base,Glimmora
970,Glimmora,Rock,Poison,0.5,0.5,83,55,90,130,81,86,0: Toxic Debris H: Corrosion,1.5,45,Blue,Glimmet,35,None
971,Greavard,Ghost,null,0.5,0.5,50,61,60,30,55,34,0: Pickup H: Fluffy,0.6,35,White,None,Base,Houndstone
972,Houndstone,Ghost,null,0.5,0.5,72,101,100,50,97,68,0: Sand Rush H: Fluffy,2,15,White,Greavard,30,None
973,Flamigo,Flying,Fighting,0.5,0.5,82,115,74,75,64,90,0: Scrappy 1: Tangled Feet H: Costar,1.6,37,Pink,None,Base,None
974,Cetoddle,Ice,null,0.5,0.5,108,68,45,30,40,43,0: Thick Fat 1: Snow Cloak H: Sheer Force,1.2,45,White,None,Base,Cetitan
975,Cetitan,Ice,null,0.5,0.5,170,113,65,45,55,73,0: Thick Fat 1: Slush Rush H: Sheer Force,4.5,700,White,Cetoddle,Base,None
976,Veluza,Water,Psychic,0.5,0.5,90,102,73,78,65,70,0: Mold Breaker H: Sharpness,2.5,90,Gray,None,Base,None
977,Dondozo,Water,null,0.5,0.5,150,100,115,65,65,35,0: Unaware 1: Oblivious H: Water Veil,12,220,Blue,None,Base,None
978,Tatsugiri,Dragon,Water,0.5,0.5,68,50,60,120,95,82,0: Commander H: Storm Drain,0.3,8,Red,None,Base,None
979,Annihilape,Fighting,Ghost,0.5,0.5,110,115,80,50,90,90,0: Vital Spirit 1: Inner Focus H: Defiant,1.2,56,Gray,Primeape,Base,None
980,Clodsire,Poison,Ground,0.5,0.5,130,75,60,45,100,20,0: Poison Point 1: Water Absorb H: Unaware,1.8,223,Brown,Wooper-Paldea,20,None
981,Farigiraf,Normal,Psychic,0.5,0.5,120,90,70,110,70,60,0: Cud Chew 1: Armor Tail H: Sap Sipper,3.2,160,Brown,Girafarig,Base,None
982,Dudunsparce,Normal,null,0.5,0.5,125,100,80,85,75,55,0: Serene Grace 1: Run Away H: Rattled,3.6,39.2,Yellow,Dunsparce,Base,None
982,Dudunsparce-Three-Segment,Normal,null,0.5,0.5,125,100,80,85,75,55,0: Serene Grace 1: Run Away H: Rattled,4.5,47.4,Yellow,Dunsparce,Base,None
983,Kingambit,Dark,Steel,0.5,0.5,100,135,120,60,85,50,0: Defiant 1: Supreme Overlord H: Pressure,2,120,Black,Bisharp,Base,None
984,Great Tusk,Ground,Fighting,0.5,0.5,115,131,131,53,53,87,0: Protosynthesis,2.2,320,Purple,None,Base,None
985,Scream Tail,Fairy,Psychic,0.5,0.5,115,65,99,65,115,111,0: Protosynthesis,1.2,8,Pink,None,Base,None
986,Brute Bonnet,Grass,Dark,0.5,0.5,111,127,99,79,99,55,0: Protosynthesis,1.2,21,White,None,Base,None
987,Flutter Mane,Ghost,Fairy,0.5,0.5,55,55,55,135,135,135,0: Protosynthesis,1.4,4,Gray,None,Base,None
988,Slither Wing,Bug,Fighting,0.5,0.5,85,135,79,85,105,81,0: Protosynthesis,3.2,92,White,None,Base,None
989,Sandy Shocks,Electric,Ground,0.5,0.5,85,81,97,121,85,101,0: Protosynthesis,2.3,60,Gray,None,Base,None
990,Iron Treads,Ground,Steel,0.5,0.5,90,112,120,72,70,106,0: Quark Drive,0.9,240,Gray,None,Base,None
991,Iron Bundle,Ice,Water,0.5,0.5,56,80,114,124,60,136,0: Quark Drive,0.6,11,Red,None,Base,None
992,Iron Hands,Fighting,Electric,0.5,0.5,154,140,108,50,68,50,0: Quark Drive,1.8,380.7,Gray,None,Base,None
993,Iron Jugulis,Dark,Flying,0.5,0.5,94,80,86,122,80,108,0: Quark Drive,1.3,111,Blue,None,Base,None
994,Iron Moth,Fire,Poison,0.5,0.5,80,70,60,140,110,110,0: Quark Drive,1.2,36,White,None,Base,None
995,Iron Thorns,Rock,Electric,0.5,0.5,100,134,110,70,84,72,0: Quark Drive,1.6,303,Green,None,Base,None
996,Frigibax,Dragon,Ice,0.5,0.5,65,75,45,35,45,55,0: Thermal Exchange H: Ice Body,0.5,17,Gray,None,Base,Arctibax
997,Arctibax,Dragon,Ice,0.5,0.5,90,95,66,45,65,62,0: Thermal Exchange H: Ice Body,0.8,30,Blue,Frigibax,35,Baxcalibur
998,Baxcalibur,Dragon,Ice,0.5,0.5,115,145,92,75,86,87,0: Thermal Exchange H: Ice Body,2.1,210,Blue,Arctibax,54,None
999,Gimmighoul,Ghost,null,0.5,0.5,45,30,70,75,70,10,0: Rattled,0.3,5,Red,None,Base,Gholdengo
999,Gimmighoul-Roaming,Ghost,null,0.5,0.5,45,30,25,75,45,80,0: Run Away,0.1,0.1,Gray,None,Base,Gholdengo
1000,Gholdengo,Steel,Ghost,0.5,0.5,87,60,95,133,91,84,0: Good as Gold,1.2,30,Yellow,Gimmighoul,Base,None
1001,Wo-Chien,Dark,Grass,0.5,0.5,85,85,100,95,135,70,0: Tablets of Ruin,1.5,74.2,Brown,None,Base,None
1002,Chien-Pao,Dark,Ice,0.5,0.5,80,120,80,90,65,135,0: Sword of Ruin,1.9,152.2,White,None,Base,None
1003,Ting-Lu,Dark,Ground,0.5,0.5,155,110,125,55,80,45,0: Vessel of Ruin,2.7,699.7,Brown,None,Base,None
1004,Chi-Yu,Dark,Fire,0.5,0.5,55,80,80,135,120,100,0: Beads of Ruin,0.4,4.9,Red,None,Base,None
1005,Roaring Moon,Dragon,Dark,0.5,0.5,105,139,71,55,101,119,0: Protosynthesis,2,380,Blue,None,Base,None
1006,Iron Valiant,Fairy,Fighting,0.5,0.5,74,130,90,120,60,116,0: Quark Drive,1.4,35,White,None,Base,None
1007,Koraidon,Fighting,Dragon,0.5,0.5,100,135,115,85,100,135,0: Orichalcum Pulse,2.5,303,Red,None,Base,None
1008,Miraidon,Electric,Dragon,0.5,0.5,100,85,100,135,115,135,0: Hadron Engine,3.5,240,Purple,None,Base,None
1009,Walking Wake,Water,Dragon,0.5,0.5,99,83,91,125,83,109,0: Protosynthesis,3.5,280,Blue,None,Base,None
1010,Iron Leaves,Grass,Psychic,0.5,0.5,90,130,88,70,108,104,0: Quark Drive,1.5,125,Green,None,Base,None
1011,Dipplin,Grass,Dragon,0.5,0.5,80,80,110,95,80,40,0: Supersweet Syrup 1: Gluttony H: Sticky Hold,0.4,4.4,Green,Applin,Base,Hydrapple
1012,Poltchageist,Grass,Ghost,0.5,0.5,40,45,45,74,54,50,0: Hospitality H: Heatproof,0.1,1.1,Green,None,Base,Sinistcha
1012,Poltchageist-Artisan,Grass,Ghost,0.5,0.5,40,45,45,74,54,50,0: Hospitality H: Heatproof,0.1,1.1,Green,None,Base,Sinistcha-Masterpiece
1013,Sinistcha,Grass,Ghost,0.5,0.5,71,60,106,121,80,70,0: Hospitality H: Heatproof,0.2,2.2,Green,Poltchageist,Base,None
1013,Sinistcha-Masterpiece,Grass,Ghost,0.5,0.5,71,60,106,121,80,70,0: Hospitality H: Heatproof,0.2,2.2,Green,Poltchageist-Artisan,Base,None
1014,Okidogi,Poison,Fighting,0.5,0.5,88,128,115,58,86,80,0: Toxic Chain H: Guard Dog,1.8,92,Black,None,Base,None
1015,Munkidori,Poison,Psychic,0.5,0.5,88,75,66,130,90,106,0: Toxic Chain H: Frisk,1,12.2,Black,None,Base,None
1016,Fezandipiti,Poison,Fairy,0.5,0.5,88,91,82,70,125,99,0: Toxic Chain H: Technician,1.4,30.1,Black,None,Base,None
1017,Ogerpon,Grass,null,0.5,0.5,80,120,84,60,96,110,0: Defiant,1.2,39.8,Green,None,Base,None
1017,Ogerpon-Wellspring,Grass,Water,0.5,0.5,80,120,84,60,96,110,0: Water Absorb,1.2,39.8,Blue,None,Base,None
1017,Ogerpon-Hearthflame,Grass,Fire,0.5,0.5,80,120,84,60,96,110,0: Mold Breaker,1.2,39.8,Red,None,Base,None
1017,Ogerpon-Cornerstone,Grass,Rock,0.5,0.5,80,120,84,60,96,110,0: Sturdy,1.2,39.8,Gray,None,Base,None
1017,Ogerpon-Teal-Tera,Grass,null,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Teal),1.2,39.8,Green,None,Base,None
1017,Ogerpon-Wellspring-Tera,Grass,Water,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Wellspring),1.2,39.8,Blue,None,Base,None
1017,Ogerpon-Hearthflame-Tera,Grass,Fire,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Hearthflame),1.2,39.8,Red,None,Base,None
1017,Ogerpon-Cornerstone-Tera,Grass,Rock,0.5,0.5,80,120,84,60,96,110,0: Embody Aspect (Cornerstone),1.2,39.8,Gray,None,Base,None
1018,Archaludon,Steel,Dragon,0.5,0.5,90,105,130,125,65,85,0: Stamina 1: Sturdy H: Stalwart,2,60,White,Duraludon,Base,None
1019,Hydrapple,Grass,Dragon,0.5,0.5,106,80,110,120,80,44,0: Supersweet Syrup 1: Regenerator H: Sticky Hold,1.8,93,Green,Dipplin,Base,None
1020,Gouging Fire,Fire,Dragon,0.5,0.5,105,115,121,65,93,91,0: Protosynthesis,3.5,590,Brown,None,Base,None
1021,Raging Bolt,Electric,Dragon,0.5,0.5,125,73,91,137,89,75,0: Protosynthesis,5.2,480,Yellow,None,Base,None
1022,Iron Boulder,Rock,Psychic,0.5,0.5,90,120,80,68,108,124,0: Quark Drive,1.5,162.5,Gray,None,Base,None
1023,Iron Crown,Steel,Psychic,0.5,0.5,90,72,100,122,108,98,0: Quark Drive,1.6,156,Blue,None,Base,None
1024,Terapagos,Normal,null,0.5,0.5,90,65,85,65,85,60,0: Tera Shift,0.2,6.5,Blue,None,Base,None
1024,Terapagos-Terastal,Normal,null,0.5,0.5,95,95,110,105,110,85,0: Tera Shell,0.3,16,Blue,None,Base,None
1024,Terapagos-Stellar,Normal,null,0.5,0.5,160,105,110,130,110,85,0: Teraform Zero,1.7,77,Blue,None,Base,None
1025,Pecharunt,Poison,Ghost,0.5,0.5,88,88,160,88,88,88,0: Poison Puppeteer,0.3,0.3,Purple,None,Base,None
